Nom,Type de whisky,Degré d'alcool,Brasserie,Pays,Prix,Epicé/Boisé,Tourbé/Fumé,Iodé,Fruité,Floral/Végétal,Malté,Organique,Vivacité,Pâtissier,Visuel,Odeur,Goût,Ancienneté,Description,Url
"DALMORE 2009 SHERRY FINISH 42,5%",SINGLE MALT,42.5,DALMORE,ROYAUME-UNI,65.0,2,0,0,10,4,0,0,8,8,Vieil or,"Réglisse, poire, foin coupé","Pomme, noix , toffee",10,"Dalmore, l'emblématique distillerie du nord des Highlands, a réalisé une série de ""small batches"" ayant tous une maturation dans des fûts différents. L'objectif de cette manœuvre est de faire découvrir au consommateur, l'influence des fûts sur le profil aromatique d'un whisky.
Pour le huitième élément de cette série, le Vintage 2008, tout a commencé dans un fût de bourbon de premier remplissage, et jusque là, rien d'extraordinaire... C'est la phase d'affinage qui va donner à ce single malt toute sa personnalité. En effet, le précieux liquide a ensuite été transféré dans des fûts de Madère pour atteindre un élevage total de 10 ans. Ce vin liquoreux, originaire du Portugal, transmet au whisky par l'intermédiaire du bois, toute sa générosité et sa fraîcheur. Plus précisément, ce finish offre à ce Dalmore des notes de pomme, de noix et de toffee. Un profil original mais qui s'accorde à la perfection avec l'identité de la distillerie Dalmore.",https://vandb.fr/dalmore-2009-sherry-finish-42-5-.html
TEELING BROWN ALE CASK 0.7L,BLENDED,46.0,TEELING,IRLANDE,56.0,4,0,0,8,0,8,0,6,2,Or profond,"Miel, céréales toastés","Fruits torréfiés, douceur maltée, épicée",0,"Teeling, cette grande distillerie Irlandaise propose depuis plusieurs années des collaborations bien ficelées avec la brasserie Galway Bay et en quantité limitée. Et chez V and B, on adooooore !
Plus qu'une passerelle entre deux univers, on découvre avec ses nouveaux finish des saveurs inédites et complètement différentes des whiskies ""standards"". D'ailleurs, pour l'anecdote, Galway Bay fait également vieillir quelques bières en fûts de whisky. Et la boucle est bouclée !
Pour cette édition, Teeling de son côté fait vieillir pendant 6 ans un assemblage d'eau de vie de malt et de grain. Galway Bay, elle, fait vieillir une bière dans un fût ayant préalablement contenu du rhum, puis envoie son fut vidé à Teeling qui y fait vieillir son whisky pendant 6 mois supplémentaires. L'embouteillage est réalisé réduit à 46° mais sans filtration à froid.
Le nez est caractéristique d'une stout : chocolat noir amer, truffé. La bouche est ronde, presque fumée, puis fruitée. Le tout en fait un whisky rond sur le café et le chocolat.",https://vandb.fr/teeling-brown-ale-cask-0-7l.html
MOSSBURN DUFFTOWN 2008 NO.8 - 46%,SINGLE MALT,46.0,DUFFTOWN,ECOSSE,66.0,8,0,0,6,2,10,0,6,0,Or Clair,"Céréales, épices et de légères notes de vanille boisée","Riche et sirupeuse, fruits secs et une jolie finale sur les tanins",10,"Mossburn est un embouteilleur indépendant qui sélectionne des whiskies à travers toute l'Ecosse afin de les assembler et les élever dans leurs chais. La gamme Mossburn Vintage Casks a pour but de faire découvrir des millésimes uniques de distilleries peu connues, mais non moins qualitatives.
Mossburn Dufftown 2008 est un single malt Scotch Whisky vieilli durant 10 ans en fûts Hogshead. Ces fûts, qui peuvent abriter jusqu'à 250 litres de whisky, sont fabriqués à partir de 75% de douelles de fûts ex-bourbon et 25% de douelles en chêne neuf. Ils donnent au whisky des arômes comparables aux fûts de bourbon en étant toutefois plus secs.
La distillerie Dufftown se trouve dans la région du Speyside et elle vous offre ici un whisky riche et complexe.
Le nez évoque les céréales, les épices, le chêne et la vanille. La bouche est généreuse, sirupeuse, avec de belles notes de fruits secs et une jolie finale sur des tanins fins.",https://vandb.fr/mossburn-dufftown-2008-no-8-46-.html
OLD PULTENEY 15 ANS 46%,SINGLE MALT,46.0,PULTENEY,ECOSSE,94.0,8,0,8,6,4,0,0,4,0,Or cuivré,"Fruits secs, miel, chocolat , pommes, agrumes","Saline, vanille, épices, zeste d'orange, chocolat",15,"La distillerie Old Pulteney a été créée en 1826 sur le port de Wick à l'extrême Nord-Est de l'Ecosse. La proximité de ses chais avec la mer offre à ses whiskies un caractère salin et iodé qui fait la renommée de la distillerie.
Fin 2018, la gamme Old Pulteney fait peau neuve pour présenter de nouvelles versions agées de 12 ans, 15 ans et 18 ans et introduit à leur côté une version légèrement tourbée pour la première fois.
Ce whisky est vieilli en fût de bourbon et affiné en fût de sherry. Ce spiritueux âgée de 15 ans révèle un autre aspect de la distillerie. Un vent de fraîcheur, brise saline et iodée dans un registre intensément généreux, qui nous fait naviger vers le large des Highands avec gourmandise et délicatesse.",https://vandb.fr/old-pulteney-15-ans-46-.html
OLD PULTENEY HUDDART 46%,SINGLE MALT,46.0,PULTENEY,ECOSSE,61.0,4,4,8,6,0,2,0,4,0,"Vieil or, reflets cuivrés","Fumé, miel, pomme verte, toffee","Saline, épices douces, vanille, tourbe",0,"La distillerie Old Pulteney a été créée en 1826 sur le port de Wick à l'extrême Nord-Est de l'Ecosse. La proximité de ses chais avec la mer offre à ses whiskies une caractère salin et iodé qui fait la renommée de la distillerie.
Fin 2018, la gamme Old Pulteney fait peau neuve pour présenter de nouvelles versions agées de 12 ans, 15 ans et 18 ans et introduit à leur côté une version légèrement tourbée pour la première fois.
Huddart fait référence au nom de rue dans laquelle se trouve la distillerie Pulteney et rend hommage au Capitaine Joseph Huddart. Inspiré du millésime multimédaillé Old Pulteney 1989, Huddart est vieilli en ex-fûts de bourbon puis affiné en fût de whisky tourbé. Embouteillé à 46%, il invite à naviguer entre des notes iodées et subtillement fumées, créant un mélange très harmonieux et gourmand.",https://vandb.fr/old-pulteney-huddart-46-.html
KILCHOMAN MACHIR BAY COLLABORATIVE VATTING V AND B 46%,SINGLE MALT,46.0,KILCHOMAN,ECOSSE,65.0,8,4,2,8,6,4,0,8,0,Or clair,"Tourbe, frais, fruité, herbacé, fruits à coque, malt, épices, iodé","frais, vif, élégant, fruité, boisé, herbacé, iodé, tourbe",0,"Les notes de fumée et de tourbe grasse caractérisent la jeune ferme-distillerie Kilchoman. L'équipe de dégustation V and B a pu réaliser SA version du Kilchoman Machir Bay, avec une recette unique qui diffère de l'édition Machir Bay ""classique"".
Cette édition V and B comporte une part plus importante de vieillissement dans des ex-fûts de bourbon que la version classique (92,5% vs 90%), l'autre part de vieillissement se faisant en ex-fûts de sherry.
""2,5%, c'est tout ? Mais qu'est-ce que ça change ?"" Et bien figurez-vous que ça change beaucoup, mais il faut aussi prendre en compte le fait que chaque batch de Machir Bay ""classique"" a également sa spécificité, de part les conditions climatiques et le distillat qui peuvent légèrement varier d'un batch à un autre.
La version V and B met plus en valeur le distillat, la tourbe, le côté maritime et végétal que la version Machir Bay classique, qui elle met plus en avant les notes fruitées du sherry.
Le nez est complexe, gourmand. Il exalte la tourbe grasse, les épices, une fraîcheur iodée, mentholée et flore, les fruits blancs juteux et les fruits à coque.
Le toucher de bouche est élégant, à la fois huileux, ample, mais aussi frais et vif, avec une touche herbacée et une pointe saline. La fraîcheur laisse place à un bel équilibre entre tourbe, fruits frais juteux, épices douces et malt.
La finale est doucement asséchante et sublime des notes de chêne, des épices et des fruits à coque.
Vous savez tout de cette édition Machir Bay exclusive V and B, disponible en quantité limitée !",https://vandb.fr/kilchoman-machir-bay-collaborative-vatting-v-and-b-46-.html
HIGHLAND PARK 12 ANS VIKING HONOUR 40%,SINGLE MALT,40.0,HIGHLAND PARK,ECOSSE,49.9,6,6,0,8,4,0,0,4,6,Vieil Or,"Miel de bruyère, gâteau aux fruits, épices.","Oranges de Séville, épices, tourbe aromatique",12,"La distillerie Highland Park est située sur les îles Orcades, tout au nord de l'Ecosse. Fondée en 1798 sur le site d'une vieille distillerie clandestine, Highland Park puise son identité dans ses racines vikings. En effet, il y a plus de 1000 ans, les Orcades faisaient partie du vaste royaume viking.
Deux éléments ont fait la renommée des single malts Highland Park, les hommes et la tourbe. La tourbe de l'île est depuis toujours utilisée pour malter l'orge de la distillerie. Moins puissante que celle d'Islay, elle offre aux whiskies des arômes de tourbe subtils et de fleurs. Les hommes, quant à eux, représentent fièrement leurs origines et participent à la transmission des savoir-faire locaux depuis des générations.
Le Highland Park 12 ans Viking Honour est l'expression emblématique de la gamme depuis 1979. Complexe et riche, il dévoile une surprenante onctuosité qui évolue merveilleusement entre la bruyère, la cendre, et un côté vanillé-boisé plus gourmand.
Un vrai caractère de viking !",https://vandb.fr/highland-park-12-ans-viking-honour-40-.html
"ROCK ISLAND D. LAING 46,8%",BLENDED MALT,46.8,MULTIPLES,ECOSSE,53.9,2,6,10,4,4,4,2,4,0,Paille claire,"Iodé, tourbé, frais, maritime","Tourbe, rondeur, miel, cendre, poivre, finale longue",0,"Rock Island, un nom qui parle tout seul ! Rock pour le côté maritime et iodé et ""island"" pour des malts provenants directement des îles d'Arran, de Jura ou Orkney. Un whisky plein de promesses qui ravira les amateurs de fraîcheur.
Au nez on entrevoit d'abord une fraîcheur iodée très surprenante qui nous laisse entrevoir le penchant très maritime de ce distillat. Puis la tourbe fait son apparition et persiste.
La bouche confirme ce registre iodé/tourbé mais une rondeur mielleuse vient s'installer pour laisser place à une éclaircie légèrement poivrée.
La finale est longue et persistante.",https://vandb.fr/rock-island-d-laing-46-8-.html
GLENMORANGIE 14 ANS THE QUINTA RUBAN 46%,SINGLE MALT,46.0,GLENMORANGIE,ECOSSE,49.9,4,0,0,10,2,0,0,0,6,Fauve,"Chocolat noir, menthe, mandarine, orange de Séville, bois de Santal, noix, poivre, muscade","Chocolat, menthe, noix, rose, loukoum, orange de Séville confites",14,"Le fameux single malt des Highlands The Quinta Ruban revient en 2019 et il a fait peau neuve !
Glenmorangie a en effet remis un coup de fraîcheur sur le packaging de sa gamme de finish, mais pas seulement ! The Quinta Ruban s'enrichie de 2 ans de vieillissement supplémentaires, pour notre plus grand plaisir.
A l'arrivée, plus d'arômes et donc plus de complexité, on ne va pas s'y refuser !
Rappelons que les ""quintas"" sont les célèbres Maisons de Porto. Ce whisky a donc bénéficié d'un vieillissement en fût de porto ruby qui, pour la petite histoire, se dit ""ruban"" en gaélique écossais.
Avant de finir sa maturation en fût de porto, ce whisky aura vieilli d'abord en fût ex-bourbon. Sa trame aromatique évolue entre notes fruitées et pâtissières complexes, avec une texture veloutée des plus réconfortantes. La finale sur une fraîcheur menthe-chocolatée est exquise. Comment ne pas l'apprécier ?",https://vandb.fr/glenmorangie-14-ans-the-quinta-ruban-46-.html
"THE TEMPLE BAR CELLAR CASK TELLARMANS 57,7%",SINGLE MALT,57.7,NON COMUNIQUÉE,IRLANDE,96.0,0,0,0,10,0,8,0,8,0,Paille claire,"Fruité, vanillé","Ample, maltée, notes de fruits exotiques (passion, banane), sophistiqué et généreux",0,"Temple bar est LE quartier mythique de Dublin. Son pub iconique est un véritable rite de passage pour les touristes et un rendez-vous presque rituel pour les locaux ! Il ne coule pas que de la bière dans ce pub... le whiskey y a une place bien à lui !
De nombreux whiskies se reposent dans leurs fûts au caveau de Temple Bar tandis que les fêtes battent leur plein à l'étage. Bonne nouvelle, V and B a pu sélectionner un fût rien que pour vous ! Une exclusivité à ne pas manquer! ;)
Ce single malt brut de fût vieilli 12 ans en fût de bourbon de premier remplissage est le parfait exemple de la générosité irlandaise. Le nez fruité et vanillé laisse place à une bouche ample et maltée, avec des notes de fruits exotiques (passion, banane). L'alcool est très bien fondu et rend ce brut de fût facilement accessible.
Un whiskey sophistiqué qui laissera une finale longue et complexe au goût de ""revenez-y"" ! Here we go again !",https://vandb.fr/the-temple-bar-cellar-cask-tellarmans-57-7-.html
"PAUL JOHN BRUT DE FÛT SINGLE CASK V AND B 59,2%",SINGLE MALT,59.2,PAUL JOHN,INDE,135.0,8,0,0,8,0,6,0,4,0,Reflets dorés,"Épices, fruits","Fruitée, suave, épicées, maltée",0,"Vos cavistes V and B sont allés en Inde pour sélectionner ce whisky brut de fût d'une richesse aromatique exceptionnelle.
La marque Paul John est réputée pour la qualité des matières premières qu'elle utilise, avec notamment de l'orge des plaines de l'Himalaya. Le savoir-faire de la distillerie et les températures tropicales de la région sont les derniers ingrédients de ces grands whiskies.
L'attaque de ce single cask est musclée, tendue, d'une puissance maîtrisée. La bouche est fruitée, suave et même sauvage. Des saveurs d'épices prononcées se révèlent en rétro-olfaction. La finale est tendue et sur le fruit. Un whisky d'une grande finesse !",https://vandb.fr/paul-john-brut-de-fut-single-cask-v-and-b-59-2-.html
"THE BALVENIE 25 ANS SINGLE BARREL TRADITIONAL OAK 47,8%",SINGLE MALT,47.8,THE BALVENIE,ECOSSE,649.0,10,0,0,8,0,4,0,0,0,Or profond,"Mûr, riche, chêne, épices","Miel, épices douces, chêne, vanille",25,"La patience est une vertu qui a son importance dans le monde du whisky. Les écossais l'ont bien compris et ils l'emploient autant que faire se peut pour pouvoir nous proposer des single malts aux comptes d'âge pouvant parfois donner le vertige.
Balvenie 25 ans Single Barrel fait partie de ces rares cuvées actuellement disponibles sur le marché. Il a passé l'intégralité de ses 25 années dans un seul et même fût. Celui-ci a été construit en bois de chêne blanc américain de très grande qualité, avec lequel le whisky Balvenie va dialoguer tranquillement, année après année. Il apporte progressivement au whisky tous ses arômes pour arriver à un résultat de concentration et de finesse de haute envergure.
Le nez est profond, opulent, avec des notes d'épices et de chêne dominantes. La bouche est soyeuse, fruitée, miellée, valorisant à son tour le chêne et les épices mais également la vanille. La finale nous laisse sur une longueur remarquable.
Disponible en quantité ultra limitée.",https://vandb.fr/the-balvenie-25-ans-single-barrel-traditional-oak-47-8-.html
"PAUL JOHN PEATED BRUT DE FÛT SINGLE CASK V AND B 59,4%",AUTRES,59.4,PAUL JOHN,INDE,126.0,6,4,0,10,0,6,0,0,0,Cuivre profond,"Exotique, miel, épices douces, malt","Explosion d'arômes, parfait équilibre, tourbe fine, malt, chêne, fruits exotiques",0,"Vos cavistes V and B sont partis à Goa, en Inde, sélectionner ce single cask tourbé pour lequel ils ont eu un véritable coup de cœur.
La distillerie Paul John valorise les matières premières locales, avec notamment l'orge l'Himalayen et profite pleinement du climat local pour vieillir ses whiskies.
Ce whisky brut de fût exalte des notes confites au nez ; miel et fruits exotiques se font sentir. En bouche c'est une véritable explosion d'arômes et un parfait équilibre, avec une tourbe très fine. La finale est longue et gourmande. Un whisky généreux et très structuré.",https://vandb.fr/paul-john-peated-brut-de-fut-single-cask-v-and-b-59-4-.html
BM SIGNATURE FINISH FÛT DE VIN DE PAILLE 40%,SINGLE MALT,40.0,ROUGET DE LISLE,FRANCE,53.0,0,0,0,10,0,4,0,4,4,Or Clair,"Raisins confits, fruits blancs, malt","Pain grillé, vanille, fruits confits",6,"Ce BM Signature Pure Malt Vin de Paille est élaboré dans la distillerie La Rouget de Lisle. Particularité de ce whisky, il est vieilli intégralement en tonneaux de Vin de Paille de Jura (vin liquoreux) durant 5 à 6 ans. Cette originalité offre à ce whisky des arômes d'une grande finesse portés par les fruits blancs, les fruits confits, la vanille.
Pourquoi Pur Malt et pas Single Malt ? Ce BM Signature est distillé dans une seule distillerie à partir de 100% d'orge maltée. La subtilité se trouve dans l'alambic utilisé par la Rouget de Lisle. Elle a opté pour un alambic de type armagnacais (de 1937), donc une distllation continue, alors que la réglementation française impose un alambic à repasse (méthode écossaise) pour avoir l'appellation Single Malt. C'est pourquoi ce BM Signature est un Pur Malt et non un Single Malt ! Technique, certes, mais vous pourrez vous la raconter en repas d'affaire !",https://vandb.fr/bm-signature-finish-fut-de-vin-de-paille-40-.html
